vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2017-07-12T21:19:10.000,2017-07-13T21:14:35.000,1,2.97,1,N,170,142,2,13,0.5,0.5,0,0,0.3,14.3
2,2017-07-12T21:44:33.000,2017-07-12T21:58:50.000,1,2.47,1,N,230,107,1,11,0.5,0.5,2.46,0,0.3,14.76
2,2017-07-12T21:59:48.000,2017-07-12T22:11:53.000,1,2.03,1,N,107,161,2,10,0.5,0.5,0,0,0.3,11.3
1,2017-07-12T21:53:13.000,2017-07-12T21:58:35.000,1,1.10,1,N,79,148,2,6,0.5,0.5,0,0,0.3,7.3
1,2017-07-12T21:15:50.000,2017-07-12T21:19:38.000,1,0.60,1,N,234,170,1,5,0.5,0.5,1.25,0,0.3,7.55
1,2017-07-12T21:29:04.000,2017-07-12T21:33:55.000,1,1.10,1,N,170,107,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2017-07-12T21:35:11.000,2017-07-12T21:40:38.000,1,1.10,1,N,107,137,1,6,0.5,0.5,1,0,0.3,8.3
1,2017-07-12T21:01:44.000,2017-07-12T21:07:13.000,2,0.80,1,N,164,161,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2017-07-12T21:09:47.000,2017-07-12T21:19:23.000,3,1.10,1,N,161,246,1,8,0.5,0.5,1.4,0,0.3,10.7
1,2017-07-12T21:25:19.000,2017-07-12T21:30:26.000,1,0.40,1,N,48,48,1,5,0.5,0.5,1.25,0,0.3,7.55
1,2017-07-12T21:44:49.000,2017-07-12T21:52:38.000,1,1.50,1,N,163,239,1,8,0.5,0.5,1.85,0,0.3,11.15
1,2017-07-12T21:58:24.000,2017-07-12T22:01:35.000,1,0.80,1,N,142,239,1,5,0.5,0.5,1.26,0,0.3,7.56
1,2017-07-12T21:01:20.000,2017-07-12T21:26:17.000,1,10.00,1,N,138,238,1,30.5,0.5,0.5,7.5,5.76,0.3,45.06
1,2017-07-12T21:50:09.000,2017-07-12T21:53:05.000,1,0.50,1,N,238,238,1,4,0.5,0.5,2,0,0.3,7.3
2,2017-07-12T21:04:53.000,2017-07-12T21:21:10.000,2,1.85,1,N,161,50,1,11.5,0.5,0.5,1.2,0,0.3,14
2,2017-07-12T21:30:55.000,2017-07-12T21:40:32.000,2,1.09,1,N,48,170,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2017-07-12T21:47:50.000,2017-07-12T22:03:13.000,3,4.83,1,N,170,88,1,17,0.5,0.5,3,0,0.3,21.3
2,2017-07-12T21:52:53.000,2017-07-12T22:16:28.000,1,5.59,2,N,226,142,1,52,0,0.5,11.71,5.76,0.3,70.27
2,2017-07-12T21:11:53.000,2017-07-12T21:38:24.000,2,3.38,1,N,162,158,2,18,0.5,0.5,0,0,0.3,19.3
2,2017-07-12T21:41:07.000,2017-07-12T21:55:26.000,2,1.90,1,N,158,68,2,10.5,0.5,0.5,0,0,0.3,11.8
2,2017-07-12T21:46:19.000,2017-07-12T21:53:14.000,1,0.99,1,N,161,237,1,6,0.5,0.5,0.75,0,0.3,8.05
2,2017-07-12T21:55:41.000,2017-07-12T22:08:46.000,1,2.45,1,N,237,113,1,10.5,0.5,0.5,2.36,0,0.3,14.16
1,2017-07-12T21:12:39.000,2017-07-12T21:21:44.000,1,1.50,1,N,137,79,1,8,0.5,0.5,1.85,0,0.3,11.15
1,2017-07-12T21:27:44.000,2017-07-12T21:41:16.000,1,1.60,1,N,79,170,1,10.5,0.5,0.5,2.35,0,0.3,14.15
1,2017-07-12T21:48:46.000,2017-07-12T21:58:52.000,1,1.30,1,N,170,237,2,8,0.5,0.5,0,0,0.3,9.3
2,2017-07-12T21:29:28.000,2017-07-12T21:42:59.000,1,2.65,1,N,255,17,1,11,0.5,0.5,2.46,0,0.3,14.76
1,2017-07-12T21:28:10.000,2017-07-12T21:55:26.000,3,12.00,1,N,132,117,2,35.5,0.5,0.5,0,2.16,0.3,38.96
2,2017-07-12T21:25:40.000,2017-07-12T21:32:04.000,1,1.06,1,N,230,246,1,6,0.5,0.5,1.35,0,0.3,8.65
2,2017-07-12T21:34:11.000,2017-07-12T21:41:04.000,1,1.68,1,N,246,68,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2017-07-12T21:42:26.000,2017-07-12T21:56:58.000,1,1.87,1,N,68,161,2,11,0.5,0.5,0,0,0.3,12.3
2,2017-07-12T21:58:29.000,2017-07-12T22:09:48.000,1,1.26,1,N,161,229,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2017-07-12T21:04:12.000,2017-07-12T21:30:13.000,5,3.03,1,N,114,33,1,16,0.5,0.5,0,0,0.3,17.3
2,2017-07-12T21:34:55.000,2017-07-12T21:52:26.000,1,6.73,1,N,33,229,2,20.5,0.5,0.5,0,0,0.3,21.8
2,2017-07-12T21:42:42.000,2017-07-12T22:02:20.000,1,8.50,1,N,138,263,1,25.5,0.5,0.5,6.51,5.76,0.3,39.07
2,2017-07-12T21:18:22.000,2017-07-12T21:36:42.000,1,2.92,1,N,100,141,1,13.5,0.5,0.5,2,0,0.3,16.8
2,2017-07-12T21:42:37.000,2017-07-12T22:09:47.000,1,4.24,1,N,263,68,1,19.5,0.5,0.5,4.16,0,0.3,24.96
1,2017-07-12T21:15:29.000,2017-07-12T21:19:46.000,1,0.60,1,N,68,100,1,5,0.5,0.5,1.25,0,0.3,7.55
1,2017-07-12T21:31:11.000,2017-07-12T21:52:18.000,1,4.50,1,N,164,238,1,17.5,0.5,0.5,3.75,0,0.3,22.55
1,2017-07-12T21:21:07.000,2017-07-12T21:38:27.000,1,3.30,1,N,161,262,1,13.5,0.5,0.5,0.74,0,0.3,15.54
1,2017-07-12T21:32:17.000,2017-07-12T21:43:22.000,2,2.10,1,N,170,142,2,9.5,0.5,0.5,0,0,0.3,10.8
1,2017-07-12T21:49:53.000,2017-07-12T22:07:31.000,1,3.10,1,N,142,249,1,13.5,0.5,0.5,1.5,0,0.3,16.3
2,2017-07-12T21:06:43.000,2017-07-12T21:12:18.000,1,1.00,1,N,237,162,1,6,0.5,0.5,1,0,0.3,8.3
2,2017-07-12T21:28:40.000,2017-07-12T21:32:57.000,2,0.73,1,N,48,48,1,5,0.5,0.5,3,0,0.3,9.3
2,2017-07-12T21:36:34.000,2017-07-12T21:59:04.000,2,4.17,1,N,68,75,2,17.5,0.5,0.5,0,0,0.3,18.8
1,2017-07-12T21:07:59.000,2017-07-12T21:23:44.000,2,2.80,1,N,13,249,1,13,0.5,0.5,0,0,0.3,14.3
1,2017-07-12T21:25:13.000,2017-07-12T21:41:50.000,2,3.40,1,N,249,142,1,14,0.5,0.5,3.05,0,0.3,18.35
1,2017-07-12T21:50:32.000,2017-07-12T22:26:34.000,1,9.10,1,N,43,52,1,31.5,0.5,0.5,6.55,0,0.3,39.35
1,2017-07-12T21:06:31.000,2017-07-12T21:27:05.000,1,3.30,1,N,232,52,1,14.5,0.5,0.5,4.7,0,0.3,20.5
1,2017-07-12T21:50:09.000,2017-07-12T22:07:12.000,1,3.20,1,N,148,255,1,14,0.5,0.5,1.75,0,0.3,17.05
1,2017-07-12T21:14:18.000,2017-07-12T21:14:26.000,1,0.00,1,N,132,132,3,2.5,0.5,0.5,0,0,0.3,3.8
1,2017-07-12T21:14:55.000,2017-07-12T22:02:34.000,2,21.20,2,N,132,87,2,52,0,0.5,0,0,0.3,52.8
1,2017-07-12T21:04:55.000,2017-07-12T21:22:28.000,1,2.20,1,N,114,170,2,12.5,0.5,0.5,0,0,0.3,13.8
1,2017-07-12T21:25:45.000,2017-07-12T21:28:31.000,1,0.30,1,N,170,170,1,3.5,0.5,0.5,1.2,0,0.3,6
1,2017-07-12T21:31:06.000,2017-07-12T21:37:53.000,1,0.70,1,N,170,162,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2017-07-12T21:45:01.000,2017-07-12T21:56:14.000,1,1.20,1,N,170,90,1,8.5,0.5,0.5,1.2,0,0.3,11
1,2017-07-12T21:57:35.000,2017-07-12T22:26:02.000,1,4.60,1,N,90,145,1,20.5,0.5,0.5,4.36,0,0.3,26.16
2,2017-07-12T21:01:05.000,2017-07-12T21:08:04.000,1,1.07,1,N,114,158,1,6.5,0.5,0.5,1.95,0,0.3,9.75
2,2017-07-12T21:11:29.000,2017-07-12T21:22:52.000,1,2.16,1,N,158,231,1,10,0.5,0.5,2,0,0.3,13.3
2,2017-07-12T21:23:32.000,2017-07-12T21:31:23.000,1,1.12,1,N,231,87,1,6.5,0.5,0.5,2.34,0,0.3,10.14
2,2017-07-12T21:33:50.000,2017-07-12T22:01:24.000,1,12.15,1,N,87,116,1,34.5,0.5,0.5,7.16,0,0.3,42.96
1,2017-07-12T21:11:39.000,2017-07-12T21:33:25.000,2,2.40,1,N,148,45,1,15,0.5,0.5,0,0,0.3,16.3
1,2017-07-12T21:35:20.000,2017-07-12T22:05:39.000,4,4.00,1,N,45,162,1,21,0.5,0.5,4.45,0,0.3,26.75
2,2017-07-12T21:02:06.000,2017-07-12T21:04:22.000,1,0.85,1,N,263,75,1,4.5,0.5,0.5,1.45,0,0.3,7.25
2,2017-07-12T21:17:13.000,2017-07-12T21:28:20.000,1,4.45,1,N,236,224,1,15,0.5,0.5,3.26,0,0.3,19.56
2,2017-07-12T21:41:57.000,2017-07-12T21:54:48.000,1,1.95,1,N,234,144,1,10.5,0.5,0.5,2.36,0,0.3,14.16
2,2017-07-12T21:58:54.000,2017-07-12T22:02:17.000,1,0.48,1,N,148,79,1,4.5,0.5,0.5,1.16,0,0.3,6.96
2,2017-07-12T21:07:52.000,2017-07-12T21:12:53.000,1,0.69,1,N,164,161,2,5,0.5,0.5,0,0,0.3,6.3
2,2017-07-12T21:13:37.000,2017-07-12T21:24:12.000,1,1.94,1,N,161,237,1,9,0.5,0.5,2.06,0,0.3,12.36
2,2017-07-12T21:38:03.000,2017-07-12T21:51:51.000,1,2.26,1,N,170,79,2,10.5,0.5,0.5,0,0,0.3,11.8
2,2017-07-12T21:57:37.000,2017-07-12T22:03:49.000,1,0.81,1,N,79,107,1,6,0.5,0.5,1.82,0,0.3,9.12
1,2017-07-12T21:42:44.000,2017-07-12T22:13:12.000,1,15.40,1,N,132,89,1,44.5,0.5,0.5,9.15,0,0.3,54.95
2,2017-07-12T21:13:46.000,2017-07-12T21:33:15.000,1,2.74,1,N,161,79,2,14,0.5,0.5,0,0,0.3,15.3
2,2017-07-12T21:36:48.000,2017-07-12T21:56:06.000,1,2.79,1,N,79,140,1,14,0.5,0.5,2,0,0.3,17.3
2,2017-07-12T21:08:02.000,2017-07-12T21:17:14.000,1,0.94,1,N,68,246,1,7.5,0.5,0.5,2.64,0,0.3,11.44
2,2017-07-12T21:21:35.000,2017-07-12T21:30:59.000,1,2.81,1,N,246,238,1,11,0.5,0.5,2.46,0,0.3,14.76
2,2017-07-12T21:36:18.000,2017-07-12T21:37:44.000,1,0.45,1,N,238,239,2,3.5,0.5,0.5,0,0,0.3,4.8
2,2017-07-12T21:51:36.000,2017-07-12T21:57:49.000,1,1.02,1,N,48,48,2,6,0.5,0.5,0,0,0.3,7.3
2,2017-07-12T21:00:04.000,2017-07-12T21:22:25.000,1,4.44,1,N,161,74,1,18.5,0.5,0.5,0,0,0.3,19.8
2,2017-07-12T21:47:35.000,2017-07-12T22:09:04.000,1,4.38,1,N,161,13,1,17,0.5,0.5,3.66,0,0.3,21.96
2,2017-07-12T21:14:14.000,2017-07-12T21:28:52.000,1,2.55,1,N,48,249,1,11.5,0.5,0.5,3.2,0,0.3,16
2,2017-07-12T21:33:19.000,2017-07-12T21:48:27.000,1,2.47,1,N,90,229,1,12,0.5,0.5,2.66,0,0.3,15.96
2,2017-07-12T21:49:25.000,2017-07-12T21:58:48.000,1,1.12,1,N,229,163,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2017-07-12T21:55:27.000,2017-07-12T22:04:03.000,1,1.04,1,N,164,229,1,7,0.5,0.5,2.08,0,0.3,10.38
2,2017-07-12T21:02:13.000,2017-07-12T21:08:35.000,5,0.93,1,N,162,233,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2017-07-12T21:16:01.000,2017-07-12T21:23:14.000,5,0.65,1,N,162,161,1,6,0.5,0.5,1.82,0,0.3,9.12
2,2017-07-12T21:25:20.000,2017-07-12T21:29:43.000,5,0.75,1,N,163,142,2,5,0.5,0.5,0,0,0.3,6.3
2,2017-07-12T21:39:07.000,2017-07-12T21:45:42.000,5,0.63,1,N,237,229,1,6,0.5,0.5,1.82,0,0.3,9.12
2,2017-07-12T21:21:53.000,2017-07-12T21:59:58.000,5,17.92,2,N,132,164,2,52,0,0.5,0,5.76,0.3,58.56
2,2017-07-12T21:00:52.000,2017-07-12T21:24:03.000,1,5.70,1,N,68,232,1,21,0.5,0.5,5.58,0,0.3,27.88
2,2017-07-12T21:42:09.000,2017-07-12T22:06:19.000,1,4.05,1,N,144,230,2,17,0.5,0.5,0,0,0.3,18.3
1,2017-07-12T21:51:15.000,2017-07-12T22:17:15.000,1,11.40,1,N,138,164,1,34.5,0.5,0.5,5,5.76,0.3,46.56
2,2017-07-12T21:29:58.000,2017-07-12T21:42:36.000,1,2.61,1,N,163,262,1,11,0.5,0.5,2.46,0,0.3,14.76
2,2017-07-12T21:05:54.000,2017-07-12T21:09:25.000,2,0.70,1,N,48,50,1,4.5,0.5,0.5,1.16,0,0.3,6.96
1,2017-07-12T21:17:37.000,2017-07-12T21:39:46.000,1,1.50,1,N,230,43,1,14.5,0.5,0.5,0,0,0.3,15.8
1,2017-07-12T21:51:11.000,2017-07-12T22:13:57.000,1,4.30,1,N,141,24,1,18.5,0.5,0.5,3.96,0,0.3,23.76
2,2017-07-12T21:13:35.000,2017-07-12T21:22:05.000,1,1.37,1,N,230,142,1,7.5,0.5,0.5,2.64,0,0.3,11.44
2,2017-07-12T21:29:24.000,2017-07-12T21:33:48.000,1,0.46,1,N,161,161,2,4,0.5,0.5,0,0,0.3,5.3
2,2017-07-12T21:35:39.000,2017-07-12T22:01:49.000,1,5.01,1,N,161,261,1,20,0.5,0.5,4.26,0,0.3,25.56
1,2017-07-12T21:02:06.000,2017-07-12T21:10:55.000,1,0.70,1,N,158,211,1,7,0.5,0.5,0.07,0,0.3,8.37
1,2017-07-12T21:13:20.000,2017-07-12T21:40:13.000,1,3.90,1,N,211,52,1,17.5,0.5,0.5,3.75,0,0.3,22.55
1,2017-07-12T21:41:42.000,2017-07-12T21:41:46.000,1,0.00,1,N,52,52,2,2.5,0.5,0.5,0,0,0.3,3.8
1,2017-07-12T21:55:08.000,2017-07-12T22:21:09.000,1,7.10,1,N,52,198,1,24.5,0.5,0.5,4,0,0.3,29.8
2,2017-07-12T21:09:36.000,2017-07-12T21:16:49.000,1,1.21,1,N,43,142,1,7,0.5,0.5,2.08,0,0.3,10.38
2,2017-07-12T21:20:19.000,2017-07-12T21:28:22.000,1,1.71,1,N,142,238,1,8,0.5,0.5,1.86,0,0.3,11.16
2,2017-07-12T21:37:26.000,2017-07-12T22:01:11.000,1,4.69,1,N,239,113,1,18.5,0.5,0.5,3.96,0,0.3,23.76
2,2017-07-12T21:46:33.000,2017-07-12T22:05:59.000,1,10.29,1,N,132,56,2,28.5,0.5,0.5,0,0,0.3,29.8
1,2017-07-12T21:05:22.000,2017-07-12T21:13:33.000,1,0.90,1,N,90,137,1,6.5,0.5,0.5,2.3,0,0.3,10.1
1,2017-07-12T21:40:28.000,2017-07-12T21:50:36.000,1,1.90,1,N,164,237,1,9,0.5,0.5,1.55,0,0.3,11.85
2,2017-07-12T21:37:55.000,2017-07-12T21:47:01.000,2,1.40,1,N,43,161,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2017-07-12T21:47:23.000,2017-07-12T22:01:52.000,2,2.42,1,N,161,114,1,11.5,0.5,0.5,3.2,0,0.3,16
2,2017-07-12T21:03:54.000,2017-07-12T21:10:23.000,6,1.47,1,N,50,100,2,7,0.5,0.5,0,0,0.3,8.3
2,2017-07-12T21:14:34.000,2017-07-12T21:20:49.000,5,0.70,1,N,186,164,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2017-07-12T21:35:12.000,2017-07-12T21:43:08.000,6,1.06,1,N,161,163,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2017-07-12T21:46:10.000,2017-07-12T21:53:08.000,6,1.13,1,N,163,237,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2017-07-12T21:13:33.000,2017-07-12T21:40:07.000,1,4.70,1,N,114,17,1,20.5,0.5,0.5,5.45,0,0.3,27.25
1,2017-07-12T21:26:50.000,2017-07-12T21:55:19.000,1,10.90,1,N,138,230,1,34,0.5,0.5,8.2,5.76,0.3,49.26
1,2017-07-12T21:58:33.000,2017-07-12T22:13:34.000,1,2.20,1,N,230,90,2,11.5,0.5,0.5,0,0,0.3,12.8
2,2017-07-12T21:49:38.000,2017-07-12T22:15:34.000,1,10.37,1,N,138,225,1,31,0.5,0.5,6.46,0,0.3,38.76
2,2017-07-12T21:01:32.000,2017-07-12T21:13:12.000,1,1.83,1,N,239,163,2,9.5,0.5,0.5,0,0,0.3,10.8
2,2017-07-12T21:46:31.000,2017-07-12T22:05:11.000,1,3.02,1,N,48,140,1,14.5,0.5,0.5,1.2,0,0.3,17
1,2017-07-12T21:15:15.000,2017-07-12T21:29:32.000,1,2.20,1,N,263,233,1,11.5,0.5,0.5,2.55,0,0.3,15.35
1,2017-07-12T21:38:00.000,2017-07-12T21:47:43.000,1,1.60,1,N,137,148,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,2017-07-12T21:54:39.000,2017-07-12T22:07:31.000,1,2.10,1,N,79,170,1,10.5,0.5,0.5,3,0,0.3,14.8
1,2017-07-12T21:21:45.000,2017-07-12T21:26:36.000,3,0.90,1,N,43,237,4,5.5,0.5,0.5,0,0,0.3,6.8
1,2017-07-12T21:41:50.000,2017-07-12T21:46:42.000,1,0.60,1,N,161,162,1,5,0.5,0.5,4,0,0.3,10.3
1,2017-07-12T21:54:13.000,2017-07-12T22:04:15.000,1,2.40,1,N,161,262,1,10,0.5,0.5,2.25,0,0.3,13.55
2,2017-07-12T21:01:23.000,2017-07-12T21:14:22.000,3,1.19,1,N,163,161,2,9,0.5,0.5,0,0,0.3,10.3
2,2017-07-12T21:17:55.000,2017-07-12T21:29:41.000,2,2.16,1,N,164,114,2,10,0.5,0.5,0,0,0.3,11.3
2,2017-07-12T21:32:35.000,2017-07-12T21:47:25.000,2,2.96,1,N,211,256,1,13,0.5,0.5,2.8,0,0.3,17.1
1,2017-07-12T21:54:40.000,2017-07-12T22:21:32.000,1,8.90,1,N,138,140,1,30,0.5,0.5,6.25,0,0.3,37.55
2,2017-07-12T21:25:26.000,2017-07-12T21:32:27.000,1,0.85,1,N,161,170,2,6,0.5,0.5,0,0,0.3,7.3
2,2017-07-12T21:33:56.000,2017-07-12T21:46:48.000,1,3.78,1,N,170,75,1,13.5,0.5,0.5,2,0,0.3,16.8
2,2017-07-12T21:52:10.000,2017-07-12T22:13:17.000,1,5.64,1,N,75,7,1,19,0.5,0.5,4.06,0,0.3,24.36
2,2017-07-12T21:04:42.000,2017-07-12T21:24:56.000,1,1.95,1,N,114,148,1,13,0.5,0.5,2.86,0,0.3,17.16
2,2017-07-12T21:40:56.000,2017-07-12T21:54:07.000,1,1.72,1,N,137,79,1,10,0.5,0.5,2.26,0,0.3,13.56
2,2017-07-12T21:58:42.000,2017-07-12T22:18:17.000,1,2.64,1,N,79,100,2,14.5,0.5,0.5,0,0,0.3,15.8
2,2017-07-12T21:03:59.000,2017-07-12T21:25:12.000,2,2.22,1,N,141,48,1,14.5,0.5,0.5,3.95,0,0.3,19.75
